"","uid","title","synopsis","genre","aired","episodes","members","popularity","ranked","score","img_url","link","cluster"
"158",7674,"Bakuman.","As a child, Moritaka Mashiro dreamt of becoming a mangaka, just like his childhood hero and uncle, Tarou Kawaguchi, creator of a popular gag manga. But when tragedy strikes, he gives up on his dream and spends his middle school days studying, aiming to become a salaryman instead. 
 
One day, his classmate Akito Takagi, the school's top student and aspiring writer, notices the detailed drawings in Moritaka's notebook. Seeing the vast potential of his artistic talent, Akito approaches Moritaka, proposing that they become mangaka together. After much convincing, Moritaka realizes that if he is able to create a popular manga series, he may be able to get the girl he has a crush on, Miho Azuki, to take part in the anime adaptation as a voice actor. Thus the pair begins creating manga under the pen name Muto Ashirogi, hoping to become the greatest mangaka in Japan, the likes of which no one has ever seen. 
 
[Written by MAL Rewrite]","'Comedy', 'Drama', 'Romance', 'Shounen'","Oct 2, 2010 to Apr 2, 2011",25,406418,202,247,8.28,"https://cdn.myanimelist.net/images/anime/6/26138.jpg","https://myanimelist.net/anime/7674/Bakuman",1
"159",11843,"Danshi Koukousei no Nichijou","Roaming the halls of the all-boys Sanada North High School are three close comrades: the eccentric ringleader with a hyperactive imagination Hidenori, the passionate Yoshitake, and the rational and prudent Tadakuni. Their lives are filled with giant robots, true love, and intense drama... in their colorful imaginations, at least. In reality, they are just an everyday trio of ordinary guys trying to pass the time, but who said everyday life couldn't be interesting? Whether it's an intricate RPG reenactment or an unexpected romantic encounter on the riverbank at sunset,  Danshi Koukousei no Nichijou  is rife with bizarre yet hilariously relatable situations that are anything but mundane. 
 
[Written by MAL Rewrite]","'Slice of Life', 'Comedy', 'School'","Jan 10, 2012 to Mar 27, 2012",12,470650,151,212,8.32,"https://cdn.myanimelist.net/images/anime/3/33257.jpg","https://myanimelist.net/anime/11843/Danshi_Koukousei_no_Nichijou",1
"160",16782,"Kotonoha no Niwa","On a rainy morning in Tokyo, Takao Akizuki, an aspiring shoemaker, decides to skip class to sketch designs in a beautiful garden. This is where he meets Yukari Yukino, a beautiful yet mysterious woman, for the very first time. Offering to make her new shoes, Takao continues to meet with Yukari throughout the rainy season, and without even realizing it, the two are able to alleviate the worries hidden in their hearts just by being with each other. However, their personal struggles have not disappeared completely, and as the end of the rainy season approaches, their relationship will be put to the test. 
 
[Written by MAL Rewrite]","'Slice of Life', 'Psychological', 'Drama', 'Romance'","May 31, 2013",1,420047,190,326,8.19,"https://cdn.myanimelist.net/images/anime/8/79676.jpg","https://myanimelist.net/anime/16782/Kotonoha_no_Niwa",1
"161",28675,"Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen","After Akihito Kanbara reunites with Mirai Kuriyama—whom he believed had vanished after defeating Beyond the Boundary—he discovers a heartbreaking fact: Mirai has lost all memory of him, their friends, and her past as a Spirit Warrior. Akihito is utterly devastated, but realizes that she has a unique opportunity. Mirai can finally live the life of a normal girl—where she'll be completely devoid of the supernatural society that both shunned and used her. While it's all for the sake of Mirai's happiness, the price is costly—Akihito and his friends must keep her true origins a secret from her, and as a result avoid befriending her.  
 
However, the troubling memories of Mirai's old life gradually begin to resurface, and a mysterious new evil leads a group of shadow-like creatures into the city with the goal of seeking her out. As the situations become dire, Akihito must fight to protect himself, his closest friends, and Mirai—the bespectacled beauty he holds most dear.  
 
[Written by MAL Rewrite] 
","'Fantasy', 'Slice of Life', 'Supernatural'","Apr 25, 2015",1,142707,781,264,8.27,"https://cdn.myanimelist.net/images/anime/9/72614.jpg","https://myanimelist.net/anime/28675/Kyoukai_no_Kanata_Movie_2__Ill_Be_Here_-_Mirai-hen",2
"162",3226,"Major S4","Having finished high school, Gorou Honda sets his sights on becoming a professional baseball player. His dreams are much more ambitious than becoming a Japanese Baseball League player, so he instead decides to move to the birthplace of his beloved sport, America, in order to play in the Major League. 
 
However, Gorou finds that the Major League players are much faster, stronger, and more driven than he is. Nonetheless, he is eager to catch up with them. In order to do so, Gorou must first conquer the ranks of the Minor League, where numerous skilled players compete in the grueling rise to the Majors. 
 
Gorou joins the Memphis Bats and learns that he will have to adapt to the stark differences of American culture and push himself to new extremes as his race to join the Major League begins. 
 
[Written by MAL Rewrite]","'Comedy', 'Drama', 'Shounen', 'Sports'","Jan 5, 2008 to Jun 28, 2008",26,44571,2046,251,8.28,"https://cdn.myanimelist.net/images/anime/9/75217.jpg","https://myanimelist.net/anime/3226/Major_S4",1
"163",21557,"Omoide no Marnie","Suffering from frequent asthma attacks, young Anna Sasaki is quiet, unsociable, and isolated from her peers, causing her foster parent endless worry. Upon recommendation by the doctor, Anna is sent to the countryside, in hope that the cleaner air and more relaxing lifestyle will improve her health and help clear her mind. Engaging in her passion for sketching, Anna spends her summer days living with her aunt and uncle in a small town near the sea. 
 
One day while wandering outside, Anna discovers an abandoned mansion known as the Marsh House. However, she soon finds that the residence isn't as vacant as it appears to be, running into a mysterious girl named Marnie. Marnie's bubbly demeanor slowly begins to draw Anna out of her shell as she returns night after night to meet with her new friend. But it seems there is more to the strange girl than meets the eye—as her time in the town nears its end, Anna begins to discover the truth behind the walls of the Marsh House. 
 
 Omoide no Marnie  tells the touching story of a young girl's journey through self-discovery and friendship, and the summer that she will remember for the rest of her life. 
 
[Written by MAL Rewrite]","'Mystery', 'Psychological', 'Drama'","Jul 19, 2014",1,131690,859,344,8.18,"https://cdn.myanimelist.net/images/anime/7/64293.jpg","https://myanimelist.net/anime/21557/Omoide_no_Marnie",2
"164",31715,"Working!!!: Lord of the Takanashi","The light-hearted Working!! franchise comes to a close in this final episode of the concluding season. Will Aoi Yamada get the closure she so desperately needs with her distant mother? Will the relationship between Yachiyo Todoroki and Jun Satou continue to remain stagnant and awkward? Perhaps even Souta Takanashi and Mahiru Inami will take a step forward in deepening their eccentric friendship. And in the end, Wagnaria Restaurant might finally get a new chief! 
 
Beautifully connected, all these events intertwine to give these characters a final ending to their stories. 
 
[Written by MAL Rewrite]","'Comedy', 'Romance', 'Seinen', 'Slice of Life'","Mar 30, 2016",1,68126,1539,293,8.25,"https://cdn.myanimelist.net/images/anime/10/79375.jpg","https://myanimelist.net/anime/31715/Working__Lord_of_the_Takanashi",1
"165",43,"Koukaku Kidoutai","In the year 2029, Niihama City has become a technologically advanced metropolis. Due to great improvements in cybernetics, its citizens are able to replace their limbs with robotic parts. The world is now more interconnected than ever before, and the city's Public Security Section 9 is responsible for combating corruption, terrorism, and other dangerous threats following this shift towards globalization. 
 
The strong-willed Major Motoko Kusanagi of Section 9 spearheads a case involving a mysterious hacker known only as the ""Puppet Master,"" who leaves a trail of victims stripped of their memories. Like many in this futuristic world, the Puppet Master's body is almost entirely robotic, giving them incredible power.  
 
As Motoko and her subordinates follow the enigmatic criminal's trail, other parties—including Section 6—start to get involved, forcing her to confront the extremely complicated nature of the case. Pondering about various philosophical questions, such as her own life's meaning, Motoko soon realizes that the one who will provide these answers is none other than the Puppet Master themself. 
 
[Written by MAL Rewrite]","'Action', 'Mecha', 'Police', 'Psychological', 'Sci-Fi', 'Seinen'","Nov 18, 1995",1,402707,205,206,8.33,"https://cdn.myanimelist.net/images/anime/10/82594.jpg","https://myanimelist.net/anime/43/Koukaku_Kidoutai",2
"166",9617,"K-On! Movie","Graduation looms for the founding members of the Light Music Club. With only a few precious weeks of school left, the girls decide to make the most of it and plan a trip abroad. Hawaii, New York, Dubai—many destinations are suggested, but after a little help from the club's precious pet turtle, Ton-chan, London is chosen as the host of their next misadventure! 
 
Yui Hirasawa, Mio Akiyama, Tsumugi Kotobuki, Ritsu Tainaka, and Azusa Nakano will visit famous landmarks, perform live music for Londoners, and eat all sorts of delicious food, all while stumbling clumsily from place to place. But the fun won't last forever, as heartfelt songs and goodbyes will be made as their high school days together come to a close. One thing is for certain though: the undeniable friendships these girls have formed is something that will carry on long after the final scene rolls. 
 
[Written by MAL Rewrite]","'Music', 'Slice of Life', 'Comedy'","Dec 3, 2011",1,186515,581,205,8.33,"https://cdn.myanimelist.net/images/anime/5/76233.jpg","https://myanimelist.net/anime/9617/K-On_Movie",1
"167",1033,"Sennen Joyuu","At the turn of the millennium, Ginei Studio's dilapidated buildings are set to be demolished. Ex-employee and filmmaker Genya Tachibana decides to honor this occasion with a commemorative documentary about the company's star actress: Chiyoko Fujiwara, the reclusive sweetheart of Shouwa Era cinema. Having finally obtained permission to interview the retired starlet, an enamored Genya drags along cynical cameraman Kyouji Ida to meet her, ready to put his lifelong idol back in the spotlight once more. 
 
Hidden in this secluded mountain retreat is a thousand years of history condensed into one lifetime, waiting to be narrated. Chiyoko's recollections take them on an illusionary journey through Japanese cinematic history that transcends the boundaries of reality; the saga of her acting career intertwines with her filmography, the actors in her life blend seamlessly with the characters on screen, and the present melds with the past. Though the actress may have retired at the height of her career 30 years ago, the curtain on her life's stage has yet to fall. 
 
[Written by MAL Rewrite]","'Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Romance'","Sep 14, 2002",1,102017,1082,244,8.29,"https://cdn.myanimelist.net/images/anime/1648/93626.jpg","https://myanimelist.net/anime/1033/Sennen_Joyuu",3
"168",3091,"xxxHOLiC Kei","Kimihiro Watanuki's life was never really normal. But in addition to his ability to see spirits, this sequel to  xxxHOLiC  finds him still slaving away for Yuuko, the bizarre owner of a strange shop, who promised to rid him of this ability. However, this otherworldly woman can only do so when he has worked enough to earn his wish. Such is the way for anyone who finds their way into the shop to have their request granted: a compensation equal to their wish must be paid.  
 
In this odd shop that straddles the world of the living and the dead, Watanuki finds himself doing household chores for the seemingly lazy Yuuko and her companions, while also helping out clients. Along with his classmates, supposed romantic rival Shizuka Doumeki and his crush Himawari Kunogi, Watanuki deals with the many misfortunes surrounding Yuuko's customers, as well as those that closely follow him and his friends. 
 
 
[Written by MAL Rewrite]","'Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama'","Apr 4, 2008 to Jun 27, 2008",13,102479,1079,257,8.28,"https://cdn.myanimelist.net/images/anime/9/8626.jpg","https://myanimelist.net/anime/3091/xxxHOLiC_Kei",2
"169",12115,"Berserk: Ougon Jidai-hen III - Kourin","The Band of the Hawk has dwindled in the year since Guts left them on his journey to forge his own destiny. Unaware of their fate, Guts returns to the Hawks—now being led by his former ally Casca—after a rumor about them passes his way. Once the saviors of the kingdom of Midland, the Band of the Hawk are now hunted as they desperately fight for their lives while plotting to free their leader, Griffith, after he was imprisoned for committing treason. But the man they save is far from the Griffith they remember. 
 
Griffith is a shell of his former charismatic self after a year of continuous, horrific torture. No longer able to walk, speak, or even hold a sword, he has nothing but the small, strange trinket, the Crimson Behelit, that will not leave him. The entire Band of the Hawk want to rise to greatness once more, but how much are they willing to sacrifice to return to their past glory? It doesn't seem possible, but when Griffith's heart darkens and a solar eclipse blackens the sky, the Behelit offers a choice that will leave the Band of the Hawk with a blood-soaked fate that will haunt them for the rest of their days. 
 
[Written by MAL Rewrite]","'Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Seinen', 'Supernatural'","Feb 1, 2013",1,127471,886,271,8.26,"https://cdn.myanimelist.net/images/anime/12/41305.jpg","https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin",2
"170",28223,"Death Parade","After death, there is no heaven or hell, only a bar that stands between reincarnation and oblivion. There the attendant will, one after another, challenge pairs of the recently deceased to a random game in which their fate of either ascending into reincarnation or falling into the void will be wagered. Whether it's bowling, darts, air hockey, or anything in between, each person's true nature will be revealed in a ghastly parade of death and memories, dancing to the whims of the bar's master. Welcome to Quindecim, where Decim, arbiter of the afterlife, awaits! 
 
 Death Parade  expands upon the original one-shot intended to train young animators. It follows yet more people receiving judgment—until a strange, black-haired guest causes Decim to begin questioning his own rulings. 
 
[Written by MAL Rewrite]","'Game', 'Mystery', 'Psychological', 'Drama', 'Thriller'","Jan 10, 2015 to Mar 28, 2015",12,864345,47,308,8.22,"https://cdn.myanimelist.net/images/anime/5/71553.jpg","https://myanimelist.net/anime/28223/Death_Parade",2
"171",121,"Fullmetal Alchemist","Edward Elric, a young, brilliant alchemist, has lost much in his twelve-year life: when he and his brother Alphonse try to resurrect their dead mother through the forbidden act of human transmutation, Edward loses his brother as well as two of his limbs. With his supreme alchemy skills, Edward binds Alphonse's soul to a large suit of armor. 
 
A year later, Edward, now promoted to the fullmetal alchemist of the state, embarks on a journey with his younger brother to obtain the Philosopher's Stone. The fabled mythical object is rumored to be capable of amplifying an alchemist's abilities by leaps and bounds, thus allowing them to override the fundamental law of alchemy: to gain something, an alchemist must sacrifice something of equal value. Edward hopes to draw into the military's resources to find the fabled stone and restore his and Alphonse's bodies to normal. However, the Elric brothers soon discover that there is more to the legendary stone than meets the eye, as they are led to the epicenter of a far darker battle than they could have ever imagined. 
 
[Written by MAL Rewrite]","'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen'","Oct 4, 2003 to Oct 2, 2004",51,947466,37,287,8.25,"https://cdn.myanimelist.net/images/anime/10/75815.jpg","https://myanimelist.net/anime/121/Fullmetal_Alchemist",3
"172",3002,"Gyakkyou Burai Kaiji: Ultimate Survivor","Kaiji Itou is a good-for-nothing loiterer who spends his days drinking beer and stealing hubcaps—that is, until he ends up being tricked by his former co-worker. Unable to suddenly repay his friend's huge debt all by himself, Kaiji is offered a shady deal to participate in an illegal underground gamble on a cruise ship. This turns out to be nothing more than the beginning of his new life of hell—thrown headlong into a life-threatening roller coaster of mind games, cheating, and deceit. 
 
Based on the first entry of the famous gambling manga series by Nobuyuki Fukumoto,  Gyakkyou Burai Kaiji: Ultimate Survivor  follows our unlucky protagonist as he is forced to fight not only other people, but also the mysteries of their psyches. Kaiji finds out the hard way that the worst sides of human nature surface when people's backs are against the wall, and that the most fearsome dangers of all are greed, paranoia, and the human survival instinct itself. 
 
[Written by MAL Rewrite]","'Game', 'Psychological', 'Thriller', 'Seinen'","Oct 3, 2007 to Apr 2, 2008",26,192202,562,230,8.3,"https://cdn.myanimelist.net/images/anime/12/80032.jpg","https://myanimelist.net/anime/3002/Gyakkyou_Burai_Kaiji__Ultimate_Survivor",2
"173",138,"Hunter x Hunter: Greed Island","After the battle with the Spiders, the search for Ging continues as Gon and Killua decided to once again attempt to purchase the rare game ""Greed Island"". However, Gon came up with a better plan, which was to volunteer to complete the game for the billionaire who owned it. But some training must be done, as Gon and Killua's abilities are still at a developing stage and ""Greed Island"" is no simple game for anyone to play with. It is the infamous game that could easily lead to one's death. Based on the manga by Togashi Yoshihiro. ","'Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen'","Feb 5, 2003 to Apr 16, 2003",8,91535,1182,275,8.26,"https://cdn.myanimelist.net/images/anime/13/37203.jpg","https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island",3
"174",6675,"Redline","Every five years, an exhilarating race called Redline is held, and the universe's most anticipated competition has only one rule: that there are none. Racers are pushed to their absolute limit—a feeling that daredevil driver JP knows all too well. Having just qualified to participate in Redline, he is eager to battle against the other highly skilled drivers, particularly the beautiful rising star and the only other human that qualified, Sonoshee McLaren. 
 
But this year's Redline may be far more dangerous than usual—it has been announced to take place on the planet Roboworld with its trigger-happy military and criminals who look to turn the race to their own advantage. However, the potential danger doesn't stop the racers; in fact, it only adds to the thrill. Relying solely on his vehicle's speed, JP prepares for the event to come, aiming to take first place in the biggest race of his life. 
 
[Written by MAL Rewrite]","'Action', 'Sci-Fi', 'Cars', 'Sports'","Aug 14, 2009",1,207573,523,227,8.31,"https://cdn.myanimelist.net/images/anime/12/28553.jpg","https://myanimelist.net/anime/6675/Redline",2
"175",10800,"Chihayafuru","Chihaya Ayase, a strong-willed and tomboyish girl, grows up under the shadow of her older sister. With no dreams of her own, she is contented with her share in life till she meets Arata Wataya. The quiet transfer student in her elementary class introduces her to competitive karuta, a physically and mentally demanding card game inspired by the classic Japanese anthology of Hundred Poets. Captivated by Arata's passion for the game and inspired by the possibility of becoming the best in Japan, Chihaya quickly falls in love with the world of karuta. Along with the prodigy Arata and her haughty but hard-working friend Taichi Mashima, she joins the local Shiranami Society. The trio spends their idyllic childhood days playing together, until circumstances split them up. 
 
Now in high school, Chihaya has grown into a karuta freak. She aims to establish the Municipal Mizusawa High Competitive Karuta Club, setting her sights on the national championship at Omi Jingu. Reunited with the now indifferent Taichi, Chihaya's dream of establishing a karuta team is only one step away from becoming true: she must bring together members with a passion for the game that matches her own. 
 
[Written by MAL Rewrite]","'Drama', 'Game', 'Josei', 'School', 'Slice of Life', 'Sports'","Oct 5, 2011 to Mar 28, 2012",25,273680,363,261,8.27,"https://cdn.myanimelist.net/images/anime/3/35749.jpg","https://myanimelist.net/anime/10800/Chihayafuru",1
"176",813,"Dragon Ball Z","Five years after winning the World Martial Arts tournament, Gokuu is now living a peaceful life with his wife and son. This changes, however, with the arrival of a mysterious enemy named Raditz who presents himself as Gokuu's long-lost brother. He reveals that Gokuu is a warrior from the once powerful but now virtually extinct Saiyan race, whose homeworld was completely annihilated. When he was sent to Earth as a baby, Gokuu's sole purpose was to conquer and destroy the planet; but after suffering amnesia from a head injury, his violent and savage nature changed, and instead was raised as a kind and well-mannered boy, now fighting to protect others. 
 
With his failed attempt at forcibly recruiting Gokuu as an ally, Raditz warns Gokuu's friends of a new threat that's rapidly approaching Earth—one that could plunge Earth into an intergalactic conflict and cause the heavens themselves to shake. A war will be fought over the seven mystical dragon balls, and only the strongest will survive in  Dragon Ball Z . 
 
[Written by MAL Rewrite]","'Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power'","Apr 26, 1989 to Jan 31, 1996",291,683356,73,262,8.27,"https://cdn.myanimelist.net/images/anime/6/20936.jpg","https://myanimelist.net/anime/813/Dragon_Ball_Z",3
"177",27821,"Fate/stay night: Unlimited Blade Works Prologue","Fuyuki City—a city surrounded by the ocean and the mountains becomes the setting for an age-old ritual. To realize the mythical Holy Grail, which is said to grant any wish from its possessor, seven masters are given seven heroic spirits chosen by the Grail. These heroic spirits or servants are: Saber, Lancer, Archer, Rider, Caster, Assassin, Berserker. 
 
Each master will enter into a contract with their assigned servants and battle the other masters and servants to the death until only one pair remains... 
 
This is the ""Holy Grail War."" 
 
This story focuses primarily on the heroine Rin Toosaka. After her father's death, Rin enters the Holy Grail War as the sole heir to the prestigious Toosaka Household, with her servant Archer. But, she soon finds out that Shirou Emiya, a boy from her high school has gotten himself involved in the battles and unexpectedly saves him when he is fatally injured. 
 
(Source: Aniplex USA)","'Action', 'Fantasy', 'Magic', 'Supernatural'","Oct 5, 2014",1,193195,560,356,8.17,"https://cdn.myanimelist.net/images/anime/9/67425.jpg","https://myanimelist.net/anime/27821/Fate_stay_night__Unlimited_Blade_Works_Prologue",2
"178",28725,"Kokoro ga Sakebitagatterunda.","Jun Naruse is a chatterbox whose life is colored by fairy tales and happy endings. However, influenced by her deep belief in those tales, she is too naive and trusting, and her words soon shatter her family's bond when she inadvertently reveals her father's affair. Naruse is scarred for life after being blamed for her parent's divorce, and her regrets soon manifest into a fairy egg—a being who seals her mouth from speaking in order to protect everyone's happy ending. 
 
Now, even in high school, Naruse's speech remains locked by the fairy egg. Even trying to speak causes her stomach to twist. Though unable to convey her thoughts through words, she is unexpectedly chosen to perform in a musical alongside three other students: Takumi Sakagami, Natsuki Nitou, and Daiki Tasaki. Naruse makes her way to the club room to reject the daunting task, but changes her mind when she overhears Sakagami's beautiful singing. 
 
Perhaps the fairy egg ""curse"" does not apply to singing, and perhaps Sakagami is the fairy tale prince she has been seeking all along. Will Naruse be able to convey the anthem of her heart? 
 
[Written by MAL Rewrite]","'Drama', 'Romance', 'School'","Sep 19, 2015",1,176401,619,459,8.09,"https://cdn.myanimelist.net/images/anime/8/75745.jpg","https://myanimelist.net/anime/28725/Kokoro_ga_Sakebitagatterunda",1
"179",585,"Mimi wo Sumaseba","Shizuku Tsukishima is an energetic 14-year-old girl who enjoys reading and writing poetry in her free time. Glancing at the checkout cards of her books one evening, she notices that her library books are frequently checked out by a boy named Seiji Amasawa. Curiosity strikes Shizuku, and she decides to search for the boy who shares her love for literature. 
 
Meeting a peculiar cat on the train, Shizuku follows the animal and is eventually led to a quaint antique shop, where she learns about a cat statuette known as ""The Baron."" Taking an interest in the shop, she surprisingly finds Seiji, and the two quickly befriend one another. Shizuku learns while acquainting herself with Seiji that he has a dream that he would like to fulfill, causing her dismay as she remains uncertain of her future and has yet to recognize her talents. 
 
However, as her relationship with Seiji grows, Shizuku becomes determined to work toward a goal. Guided by the whispers of her heart and inspiration from The Baron, she resolves to carve out her own potential and dreams. 
 
[Written by MAL Rewrite] 
","'Drama', 'Romance', 'Shoujo', 'Slice of Life'","Jul 15, 1995",1,164088,673,265,8.27,"https://cdn.myanimelist.net/images/anime/8/75921.jpg","https://myanimelist.net/anime/585/Mimi_wo_Sumaseba",1
"180",16067,"Nagi no Asu kara","Long ago, all humans lived beneath the sea. However, some people preferred the surface and abandoned living underwater permanently. As a consequence, they were stripped of their god-given protection called ""Ena"" which allowed them to breathe underwater. Over time, the rift between the denizens of the sea and of the surface widened, although contact between the two peoples still existed. 
 
 Nagi no Asu kara  follows the story of Hikari Sakishima and Manaka Mukaido, along with their childhood friends Chisaki Hiradaira and Kaname Isaki, who are forced to leave the sea and attend a school on the surface. There, the group also meets Tsumugu Kihara, a fellow student and fisherman who loves the sea. 
 
Hikari and his friends' lives are bound to change as they have to deal with the deep-seated hatred and discrimination between the people of sea and of the surface, the storms in their personal lives, as well as an impending tempest which may spell doom for all who dwell on the surface. 
 
[Written by MAL Rewrite]","'Drama', 'Fantasy', 'Romance'","Oct 3, 2013 to Apr 3, 2014",26,383686,228,342,8.18,"https://cdn.myanimelist.net/images/anime/7/53549.jpg","https://myanimelist.net/anime/16067/Nagi_no_Asu_kara",1
"181",30,"Neon Genesis Evangelion","In the year 2015, the world stands on the brink of destruction. Humanity's last hope lies in the hands of Nerv, a special agency under the United Nations, and their Evangelions, giant machines capable of defeating the Angels who herald Earth's ruin. Gendou Ikari, head of the organization, seeks compatible pilots who can synchronize with the Evangelions and realize their true potential. Aiding in this defensive endeavor are talented personnel Misato Katsuragi, Head of Tactical Operations, and Ritsuko Akagi, Chief Scientist. 
 
Face to face with his father for the first time in years, 14-year-old Shinji Ikari's average life is irreversibly changed when he is whisked away into the depths of Nerv, and into a harrowing new destiny—he must become the pilot of Evangelion Unit-01 with the fate of mankind on his shoulders. 
 
Written by Hideaki Anno,  Neon Genesis Evangelion  is a heroic tale of a young boy who will become a legend. But as this psychological drama unfolds, ancient secrets beneath the big picture begin to bubble to the surface... 
 
[Written by MAL Rewrite]","'Action', 'Dementia', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi'","Oct 4, 1995 to Mar 27, 1996",26,844506,49,208,8.33,"https://cdn.myanimelist.net/images/anime/12/21418.jpg","https://myanimelist.net/anime/30/Neon_Genesis_Evangelion",2
"182",759,"Tokyo Godfathers","It's Christmas Eve and three homeless friends have experienced their own Christmas miracle: while rummaging in a dump for a Christmas present, they discover a newborn baby. Despite having nothing, the three take the baby in and name her Kiyoko, meaning Pure One. 
 
They embark in search of Kiyoko's mother, based on the little they know about her from her meager belongings. But the night is young, and the city is vast. Before they know it, these three become entangled in a series of events including kidnapping, death, and a mysterious red envelope. 
 
Kind transwoman Hana, runaway teenager Miyuki, and belligerent Gin make an unlikely trio as they care for the baby and try to find where she belongs. By finally looking toward the future, they are also able to confront their pasts, coming just a little bit closer to finding their own place in the world.","'Comedy', 'Drama'","Nov 8, 2003",1,157454,703,235,8.3,"https://cdn.myanimelist.net/images/anime/1144/93627.jpg","https://myanimelist.net/anime/759/Tokyo_Godfathers",1
"183",6,"Trigun","Vash the Stampede is the man with a $$60,000,000,000 bounty on his head. The reason: he's a merciless villain who lays waste to all those that oppose him and flattens entire cities for fun, garnering him the title ""The Humanoid Typhoon."" He leaves a trail of death and destruction wherever he goes, and anyone can count themselves dead if they so much as make eye contact—or so the rumors say. In actuality, Vash is a huge softie who claims to have never taken a life and avoids violence at all costs. 
 
With his crazy doughnut obsession and buffoonish attitude in tow, Vash traverses the wasteland of the planet Gunsmoke, all the while followed by two insurance agents, Meryl Stryfe and Milly Thompson, who attempt to minimize his impact on the public. But soon, their misadventures evolve into life-or-death situations as a group of legendary assassins are summoned to bring about suffering to the trio. Vash's agonizing past will be unraveled and his morality and principles pushed to the breaking point. 
 
[Written by MAL Rewrite]","'Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Shounen'","Apr 1, 1998 to Sep 30, 1998",26,460146,158,256,8.28,"https://cdn.myanimelist.net/images/anime/7/20310.jpg","https://myanimelist.net/anime/6/Trigun",3
"184",6864,"xxxHOLiC Rou","10 years after the events of  xxxHOLiC Shunmuki , a melancholic Kimihiro Watanuki has taken over the shop formerly run by the mysterious Yuuko due to a promise he made to her. His companions Maru, Moro, and Mokona live together with him in relative contentment, and some familiar faces arrive every now and then: former rival turned-steadfast friend Shizuka Doumeki, and the former psychic prodigy Kohane Tsuyuri. While Kohane studies folklore under Doumeki at university, they encounter a case that is perfect for the master of the shop. 
 
Eventually, Watanuki receives a visit from Doumeki's grandfather, Haruka. He requests that Watanuki investigates his grandson's dreams. While inside the dream world, he discovers how their past adventures played out from Doumeki's perspective of view, leading Watanuki to discover truths from 10 years ago and secrets about the ties that bind their friendship. 
 
[Written by MAL Rewrite]","'Mystery', 'Supernatural'","Apr 23, 2010 to Mar 9, 2011",2,50974,1869,312,8.21,"https://cdn.myanimelist.net/images/anime/9/25080.jpg","https://myanimelist.net/anime/6864/xxxHOLiC_Rou",2
"185",11977,"Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari","Madoka Kaname and her best friend Sayaka Miki are ordinary middle school students in the city of Mitakihara. But one day, they encounter a strange cat-like creature named Kyuubey, who claims he can grant them one wish. In exchange, they would become magical girls and fight against evil perpetrated by witches. A veteran magical girl in the area, Mami Tomoe, decides to show them how to hunt witches, while the mysterious transfer student Homura Akemi warns them to not take Kyuubey's deal, though she refuses to say why. 
 
However, after witnessing the brutal reality of fighting witches, the girls decide it may be safer to decline Kyuubey's offer. But when another magical girl arrives in the city and Sayaka decides to make a wish to help the one she loves, things quickly escalate as they are confronted with the harsh truth behind their powers and the ultimate price of their wishes. 
 
[Written by MAL Rewrite]","'Psychological', 'Drama', 'Magic', 'Thriller'","Oct 6, 2012",1,137079,816,306,8.23,"https://cdn.myanimelist.net/images/anime/6/42331.jpg","https://myanimelist.net/anime/11977/Mahou_Shoujo_Madoka%E2%98%85Magica_Movie_1__Hajimari_no_Monogatari",2
"186",11123,"Sekaiichi Hatsukoi 2","Second season of Sekaiichi Hatsukoi.","'Comedy', 'Drama', 'Romance', 'Shounen Ai'","Oct 8, 2011 to Dec 24, 2011",12,105160,1058,408,8.14,"https://cdn.myanimelist.net/images/anime/8/34871.jpg","https://myanimelist.net/anime/11123/Sekaiichi_Hatsukoi_2",1
"187",23847,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku","Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku  picks up immediately after the events of the first season, continuing the adventures of the Volunteer Service Club—the dispassionate Hachiman Hikigaya, the cheerful Yui Yuigahama, and the competitive Yukino Yukinoshita—as it dedicates itself to helping any student with issues that they may face. 
 
With the rift among his own group widening, Hachiman begins to realize that his knack for quickly getting to the root of other people's troubles is a double-edged sword: sometimes the best solution is not necessarily the most appropriate one. 
 
[Written by MAL Rewrite]","'Slice of Life', 'Comedy', 'Drama', 'Romance', 'School'","Apr 3, 2015 to Jun 26, 2015",13,479961,146,258,8.28,"https://cdn.myanimelist.net/images/anime/11/75376.jpg","https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku",1
